Facility,Company.x,Total.Industrial.Process.2010,Total.Flaring.2010,Total.Venting.2010,Total.Fugitive.2010,Total.On.site.Transportation.2010,Total.Waste.2010,Total.Wastewater.2010,Total.untaxed.2010,Total.Industrial.Process.2011,Total.Flaring.2011,Total.Venting.2011,Total.Fugitive.2011,Total.On.site.Transportation.2011,Total.Waste.2011,Total.Wastewater.2011,Total.untaxed.2011,Total.Industrial.Process.2012,Total.Flaring.2012,Total.Venting.2012,Total.Fugitive.2012,Total.On.site.Transportation.2012,Total.Waste.2012,Total.Wastewater.2012,Total.untaxed.2012
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,11600,3061,8369, -   , -   , -   ,23030,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,170,513,1246, -   , -   , -   ,1929,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,1898,12945,20444, -   , -   , -   ,35287,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,2662,1566,1292, -   , -   , -   ,5520,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   , -   , -   ,1311, -   , -   , -   ,1311,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,34119,22384,13843, -   , -   , -   ,70346,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,24, -   ,702, -   , -   , -   ,726,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,4162,3370,14438, -   , -   , -   ,21970,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,5781,98255,84183, -   , -   , -   ,188219,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,22252,4043,456, -   , -   , -   ,26751,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,2454,4504,4804, -   , -   , -   ,11762,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   , -   ,22,567, -   , -   , -   ,589,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,6118, -   ,1151, -   , -   , -   ,7269,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,2617,6462,16537, -   , -   , -   ,25616,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,2176,10400,14379, -   , -   , -   ,26955,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,10293,2418,6518, -   , -   , -   ,19229,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,1684,10,334, -   , -   , -   ,2028,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   ,22252,4043,456, -   , -   , -   ,26751,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,10808,16835,18303, -   , -   , -   ,45946,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,1504, -   ,550, -   , -   , -   ,2054,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,1260,4232,1678, -   , -   , -   ,7170,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,1006,9255,16013, -   , -   , -   ,26274,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,2078,14475,10926, -   , -   , -   ,27479,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   , -   ,8152,1784, -   , -   , -   ,9936,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,2756,10924,8261, -   , -   , -   ,21941,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,3008,4102,10677, -   , -   , -   ,17787,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   , -   ,254,1097, -   , -   , -   ,1351,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,2,13440,60541, -   , -   , -   ,73983,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,11,665,233, -   , -   , -   ,909,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,12159,1347,3253, -   , -   , -   ,16759,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,1823,1741,11794, -   , -   , -   ,15358,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,24840,152515,311153, -   , -   , -   ,488508,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   , -   , -   ,27828, -   , -   , -   ,27828,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,9573,16712,16553, -   , -   , -   ,42838,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Talisman Energy Inc.,0,10998,1276,5927,0,0,0,18201, -   ,585,16591,12557, -   , -   , -   ,29733,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   , -   ,30,142, -   , -   , -   ,172,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   , -   ,3329,7850, -   , -   , -   ,11179,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,500,5616,6922, -   , -   , -   ,13038,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,5138,2402,3937, -   , -   , -   ,11477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,6923,18897,16276, -   , -   , -   ,42096,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,236,5783,1127, -   , -   , -   ,7146,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,66236,101507,68734, -   , -   , -   ,236477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,1398,19,7842, -   , -   , -   ,9259,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,11600,3061,8369, -   , -   , -   ,23030,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,170,513,1246, -   , -   , -   ,1929,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,1898,12945,20444, -   , -   , -   ,35287,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2662,1566,1292, -   , -   , -   ,5520,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   , -   , -   ,1311, -   , -   , -   ,1311,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,34119,22384,13843, -   , -   , -   ,70346,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,24, -   ,702, -   , -   , -   ,726,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,4162,3370,14438, -   , -   , -   ,21970,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,5781,98255,84183, -   , -   , -   ,188219,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,22252,4043,456, -   , -   , -   ,26751,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2454,4504,4804, -   , -   , -   ,11762,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   , -   ,22,567, -   , -   , -   ,589,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,6118, -   ,1151, -   , -   , -   ,7269,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2617,6462,16537, -   , -   , -   ,25616,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2176,10400,14379, -   , -   , -   ,26955,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,10293,2418,6518, -   , -   , -   ,19229,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,1684,10,334, -   , -   , -   ,2028,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2547,7039,6792, -   , -   , -   ,16378,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,10808,16835,18303, -   , -   , -   ,45946,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,1504, -   ,550, -   , -   , -   ,2054,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,1260,4232,1678, -   , -   , -   ,7170,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,1006,9255,16013, -   , -   , -   ,26274,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2078,14475,10926, -   , -   , -   ,27479,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   , -   ,8152,1784, -   , -   , -   ,9936,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2756,10924,8261, -   , -   , -   ,21941,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,3008,4102,10677, -   , -   , -   ,17787,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   , -   ,254,1097, -   , -   , -   ,1351,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,2,13440,60541, -   , -   , -   ,73983,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,11,665,233, -   , -   , -   ,909,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,12159,1347,3253, -   , -   , -   ,16759,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,1823,1741,11794, -   , -   , -   ,15358,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,24840,152515,311153, -   , -   , -   ,488508,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   , -   , -   ,27828, -   , -   , -   ,27828,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,9573,16712,16553, -   , -   , -   ,42838,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",EnCana Corporation,0,58358,124015,57037,0,0,0,239410, -   ,585,16591,12557, -   , -   , -   ,29733,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   , -   ,30,142, -   , -   , -   ,172,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   , -   ,3329,7850, -   , -   , -   ,11179,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,500,5616,6922, -   , -   , -   ,13038,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,5138,2402,3937, -   , -   , -   ,11477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,6923,18897,16276, -   , -   , -   ,42096,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,236,5783,1127, -   , -   , -   ,7146,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,66236,101507,68734, -   , -   , -   ,236477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,1398,19,7842, -   , -   , -   ,9259,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,11600,3061,8369, -   , -   , -   ,23030,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,170,513,1246, -   , -   , -   ,1929,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,1898,12945,20444, -   , -   , -   ,35287,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2662,1566,1292, -   , -   , -   ,5520,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   , -   , -   ,1311, -   , -   , -   ,1311,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,34119,22384,13843, -   , -   , -   ,70346,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,24, -   ,702, -   , -   , -   ,726,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,4162,3370,14438, -   , -   , -   ,21970,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,5781,98255,84183, -   , -   , -   ,188219,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,22252,4043,456, -   , -   , -   ,26751,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2454,4504,4804, -   , -   , -   ,11762,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   , -   ,22,567, -   , -   , -   ,589,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,6118, -   ,1151, -   , -   , -   ,7269,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2617,6462,16537, -   , -   , -   ,25616,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2176,10400,14379, -   , -   , -   ,26955,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,10293,2418,6518, -   , -   , -   ,19229,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,1684,10,334, -   , -   , -   ,2028,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2547,7039,6792, -   , -   , -   ,16378,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,10808,16835,18303, -   , -   , -   ,45946,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,1504, -   ,550, -   , -   , -   ,2054,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,1260,4232,1678, -   , -   , -   ,7170,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,1006,9255,16013, -   , -   , -   ,26274,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2078,14475,10926, -   , -   , -   ,27479,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   , -   ,8152,1784, -   , -   , -   ,9936,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2756,10924,8261, -   , -   , -   ,21941,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,3008,4102,10677, -   , -   , -   ,17787,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   , -   ,254,1097, -   , -   , -   ,1351,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,2,13440,60541, -   , -   , -   ,73983,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,11,665,233, -   , -   , -   ,909,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,12159,1347,3253, -   , -   , -   ,16759,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,1823,1741,11794, -   , -   , -   ,15358,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,24840,152515,311153, -   , -   , -   ,488508,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   , -   , -   ,27828, -   , -   , -   ,27828,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,9573,16712,16553, -   , -   , -   ,42838,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Enerplus Corporation,0,0,1999,3548,0,0,0,5547, -   ,585,16591,12557, -   , -   , -   ,29733,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   , -   ,30,142, -   , -   , -   ,172,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   , -   ,3329,7850, -   , -   , -   ,11179,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   ,500,5616,6922, -   , -   , -   ,13038,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   ,5138,2402,3937, -   , -   , -   ,11477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   ,6923,18897,16276, -   , -   , -   ,42096,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   ,236,5783,1127, -   , -   , -   ,7146,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",PetroBakken Energy Ltd.,0,0,1262,1833,0,0,0,3095, -   ,66236,101507,68734, -   , -   , -   ,236477,NA,NA,NA,NA,NA,NA,NA,0
